GSPC;DJI
0,10384739;-4,526575005
-0,629222635;5,304203
0,202879873;-1,184666874
-0,070586831;-0,777579932
0,174941392;-3,789098513
0,61308027;-5,397576291
0,465236854;-6,878052855
0,062840248;5,625385069
-0,108339564;-1,431246237
-0,316421981;2,400738747
0,27022232;-4,260680674
-0,548094492;3,471115212
0,334664864;-4,099215499
0,827647824;-4,474325635
-1,152284654;12,59262216
-0,139771747;-0,830126771
-0,128660953;2,809803181
0,556644006;-4,398498138
0,638218745;-5,077277809
0,515039297;-1,08602712
0,150395834;-2,280856829
-0,115613364;4,532506438
0,050870567;0,918649933
0,120501084;-3,1723665
-0,136902148;1,13132895
-0,729143454;6,105299296
-0,345577089;4,467415449
0,737971654;-11,60944595
0,742595359;-1,094282202
0,084799723;-0,122552809
-0,106122011;-2,001102202
0,265121959;2,147099105
-0,159449652;-0,416143222
-0,104698279;-0,221024207
-0,375909775;3,829288241
-0,144395147;5,222653858
-3,553171924;49,57602733
0,535642636;-17,20294688
-0,278686416;2,53620613
-1,165732026;16,21766291
-0,964126807;5,311230006
1,518572224;-20,72208982
-0,265737258;-4,640957466
0,691228934;-6,461109122
0,048833372;-1,434219893
0,248764036;-0,737007013
-2,076763436;25,8977648
0,64798219;-4,884461035
0,348792127;-5,010949301
-0,402471404;2,14270657
1,064651102;-14,0694701
0,61244229;-9,507804709
1,674758502;-8,513743775
-0,053754148;5,868671639
0,090473297;0,129806246
0,077837634;1,583860485
-0,639261905;2,377764669
-0,818674333;10,52613397
0,354369021;1,037673702
-0,136374371;-3,383027238
0,24046388;-0,778956385
0,904824885;-7,674068627
0,09231399;-1,672730661
0,285625578;-0,100310528
0,039949153;-0,707349797
0,242416808;-3,588259695
-0,678358367;6,167518831
0,599805845;-5,980711792
0,32928729;-4,120066636
1,040948412;-1,844489195
0,19539544;1,301966004
0,050389468;2,255475797
-0,139183241;0,93679258
0,902902883;-3,8448033
-0,249570299;7,705098849
-0,05402643;0,586869412
0,989897543;0,658880212
-0,097178298;-3,255803584
-0,03095636;-2,719052558
-0,805080703;13,26812686
0,245862975;-5,14668053
0,626253003;-3,259333884
0,412669338;0,051670099
0,195852833;-1,409390796
0,237137879;1,817202086
-0,135570912;0,430482701
0,302915785;-2,554593076
-1,424364008;5,414653917
0,940625711;-4,92215375
-0,198364316;7,485277629
-0,149389297;0,332773011
0,840048488;-3,73292078
-0,110750284;0,049293363
0,639966578;-5,736240696
0,135299678;4,120122441
-0,083183333;-1,845744428
-0,139701944;1,344089376
-0,993899873;6,126526732
0,524880974;-5,423584314
0,13799139;1,389486879
0,776284917;-5,337079646
0,006578255;1,675442224
0,354100502;-2,115421772
0,165784147;3,888289088
-0,555047485;2,501384008
-0,909231749;8,682498186
-1,791501986;13,71431901
1,111717823;-13,96577786
0,077219581;-0,904623603
-1,092823605;12,48356292
1,488103747;-12,39719992
0,461568383;-7,712711096
0,631649679;2,150822002
-0,140316382;-3,826380669
0,154021975;-4,36498531
-1,388348658;13,22132479
0,597233362;-3,210618295
-1,316874772;10,26468903
-0,340211917;5,532231825
-0,34325083;12,59748792
0,877993778;-19,61065243
-0,060738152;0,039617488
-0,175764499;4,319650369
1,045030634;-5,274140501
0,338479875;-3,191244754
0,01584708;3,659874049
0,31094923;-5,058928776
0,073184399;2,920573401
-1,447608351;14,72849891
0,551604604;-5,46310598
1,868664881;-6,863956326
0,290755012;-2,566434588
-0,21103748;2,838161821
-0,028588342;0,231492846
-0,225651813;2,314904491
0,427003551;-4,956908823
-1,248521192;10,6753193
0,466840994;-0,854153779
-2,019221975;9,824831431
0,446570364;-2,480532977
-2,380420699;13,59047316
-1,630988791;15,2800459
1,001273287;-14,70469586
-1,29163509;11,92908211
0,702750836;0,61097676
0,416075798;-10,95118704
-2,713484645;17,00638129
2,367502149;-9,262080944
0,595141623;-6,228998853
1,378469416;-0,536254056
-3,028712486;21,04175062
0,018940741;6,622450534
-0,06844695;-6,332654244
-1,851245401;4,067983808
-1,419451676;10,23273145
0,305446301;0,495573087
2,408050748;-2,787178204
-0,045874085;-13,04025522
0,089640664;-4,213035069
1,145576233;-9,837359834
-0,126195003;-1,211310828
1,127995954;-8,798267867
-0,872901031;9,189864781
-2,394200153;14,60758184
2,149599295;-9,971081556
-0,437883313;5,091975816
1,096524446;-6,963952919
1,022475084;-2,624544426
-1,175683214;7,580256932
0,405381424;-2,454356019
-1,724209551;8,901918413
-0,146268256;4,266145656
1,335117792;-8,044239484
-0,014144184;-1,259095086
0,819525733;-0,829258852
0,00131173;0,61937132
-0,53226277;6,047150425
2,860052329;-26,35563521
0,587890133;-1,609724519
-0,693499671;2,050419889
0,44094059;-7,379148512
-0,545936651;1,903901698
-0,05317466;-4,081148123
0,520765619;-5,380717393
0,371042368;-3,663612853
-0,321705824;5,691088094
1,301310141;-0,917616364
-0,045413777;3,553938535
-0,475130693;1,637923835
0,19196683;-1,958207719
0,93258228;-8,686464235
-0,341075658;3,175979733
0,7874588;-8,009922692
-0,190285593;3,330236475
-0,536086803;12,42448781
0,45539009;-6,309252057
-0,860579089;8,200540775
-0,678392565;3,897318025
0,157078836;-7,704869271
-0,094200462;-0,240741489
-2,613836973;21,57352629
0,360211797;-5,945765303
0,857528115;-5,876596385
-0,263346598;1,868042891
-0,116585338;1,738461362
1,350439852;-7,934600457
0,351671254;1,547696051
-0,667343011;5,839158802
1,173160269;-12,87066665
-2,696794747;22,494455
0,061282824;-0,890180605
-0,515615156;5,471131025
1,178814673;-12,82118037
-2,999878518;21,3596294
-0,076523651;-1,27833096
-1,457912068;8,542502779
-1,022751071;8,67346039
2,848872587;-25,49219165
-0,728353633;7,332684404
-1,348954723;7,83112887
0,502762204;-9,630635355
-1,780354003;1,994732817
0,428710512;-4,466438468
-1,624413605;7,558155153
1,656036724;-4,715790575
-2,370202465;12,09570839
1,463073659;-9,562685726
2,797056561;-8,64290309
0,028730288;-0,607125984
0,755112651;-4,722448787
-0,609379452;3,159680879
-0,675079628;0,734744
1,488685681;-5,466510042
1,473591404;-7,247951999
-0,196856222;-0,55093964
0,729283584;-0,553727834
-2,578493012;12,85111577
0,584282099;-4,888938463
0,103451685;0,374980771
-1,403068108;3,073906211
-1,532391307;5,207660085
0,6071101;-8,00184348
-0,155081492;-4,357556549
0,469917768;-5,231797907
1,634336436;-10,84195232
0,78555018;0,676630775
0,06192506;0,29730818
-1,457432135;8,20187705
0,131358165;2,316817108
-0,706422682;8,120357351
-1,473214132;2,909549633
-0,018905843;-3,003510537
-2,504702845;6,223244303
0,302901692;-0,653290845
-1,871181639;6,641668018
1,334305179;-5,313569902
0,772765334;-2,841840868
-1,387770939;0,951273958
1,062291788;-3,374143236
-2,542995915;1,87841834
-0,581694415;4,334692328
-2,971323485;15,44889416
-0,625282807;-4,62656817
-1,133611551;13,15807915
2,102647154;-6,657201856
0,98233793;-4,391640703
-1,618829749;4,548674644
1,720707229;-4,598181224
0,595182217;-1,694487152
-0,496443697;1,067361658
1,644409402;-5,302826815
1,197416065;-8,712016518
-1,07070487;7,85774991
-3,270753138;8,278003107
-0,784190821;2,527383174
0,76657842;-4,652098393
-0,440163857;1,232673014
0,568266841;-1,499334945
0,70505686;-4,735433212
1,332329991;-5,689227873
-1,370141678;2,593412918
0,064833903;-2,081791762
-0,108573438;2,227861223
0,811721956;-4,786605077
-1,313992296;2,883371621
0,766066206;-4,336124533
1,352908776;-4,400044463
0,670503314;-5,055865333
-0,11089255;3,519017314
-0,917115155;3,610436947
-2,765245357;12,01292884
0,034435181;-1,009236782
-0,364264399;-2,959330609
0,503559675;-3,696354844
-2,244891669;11,30085235
-0,863498687;-0,242773002
-1,577334423;6,624430163
3,626807396;-10,8713922
-0,922533612;3,185668001
0,492476428;0,232087798
-2,119133219;13,23673167
-0,918811246;3,382522577
4,13458375;-22,34686539
-2,477605484;14,56153838
2,347322783;-11,44344577
1,501618406;-3,425275714
0,211218904;-0,06362987
-0,899346331;1,365234367
-1,171571689;-0,794583897
-0,817101591;-0,683798151
0,548207661;-0,414457602
3,507803405;-12,17469933
-0,212500179;3,228624076
0,111173386;-0,968160822
0,060662069;-3,354005137
0,137132232;-0,158477399
-0,530214136;-0,292725753
-0,831404946;1,967776655
0,427501501;-3,731357638
-2,077365604;6,491631872
-0,357858137;1,498123043
0,440027119;-4,489009491
2,224858999;-10,42432551
0,043366241;-0,807153331
1,778739484;-1,209962226
-0,174379115;1,796616327
-0,903833207;1,764034996
0,270666292;-2,991180308
0,623255605;-1,016829904
0,628467843;-2,395603363
-0,124121354;0,230148715
-0,40853319;2,984505951
-0,404277642;2,656377265
1,680640997;-9,661657512
0,304131658;-3,80285519
-0,473294992;3,859230042
0,743374766;-3,743861614
-1,846891155;7,992194831
0,347377731;-1,711478687
-0,693722452;0,026779821
1,077143404;-8,739937219
-0,057380379;1,037593825
0,380852477;-1,820536677
1,033978269;-8,038468161
0,106055916;1,012790411
0,070858397;3,201339003
-0,950591534;3,271295295
-1,637284463;5,561437658
0,242490116;-2,972570526
-1,348749271;7,9582073
0,663383417;0,434548383
0,376600031;-2,96993653
0,513169849;-5,024456295
0,132595986;-1,748449059
-1,074888143;10,60659778
-0,599370091;2,021736899
-0,051580799;2,704456131
1,911947707;-11,04273406
-3,156539636;23,45296525
0,060431518;-1,909976218
-0,263010741;0,234421795
-1,722773933;3,950404251
0,308527395;-3,354886019
1,474513062;-9,504353287
-0,010819143;-1,305292486
-0,698342095;0,83075573
-0,994834983;5,095115218
0,355624332;-3,037304245
-1,890598805;5,781155903
-0,013598722;-1,035537549
-0,300786897;-1,001232442
0,563734238;-5,903401741
-2,999407379;12,37184359
-0,391341416;-2,093642745
0,107736424;2,127682534
0,363956708;-1,285278357
-1,856040291;9,140422365
0,090426527;-4,522548783
-0,860984813;3,931458684
1,674706073;-10,78517887
-2,322861505;8,579144922
0,677637849;1,392035462
-1,134095425;7,137311911
-0,92579156;3,513225147
-1,115016993;0,185702764
2,456554631;-12,86863338
1,175192299;-0,383963415
0,00966282;-3,938832282
-0,072863823;-4,271676181
1,321279765;-8,485591879
0,386687195;0,587152611
-2,358504513;9,502007529
0,396978985;-2,311804381
-1,896071303;5,577050546
2,289837232;-9,543386152
1,634548117;-3,818001768
-1,341996181;7,816190096
-0,578307056;-1,650809736
-0,919558217;3,970567494
2,812502871;-10,56553984
0,315967732;-4,424781486
-1,828555505;4,422572141
2,342280914;-2,36879747
0,672968227;-2,673260166
-1,231292647;5,062315731
-0,310898045;1,75431521
0,531755398;-5,803391243
0,387859102;-3,832828642
-1,540199972;6,881343297
-0,954761664;1,39505756
0,5989149;-4,150043163
0,230279869;-3,007081673
1,107987887;-5,255047165
-2,000962869;10,84566742
0,349053604;-2,340336788
0,776190237;-3,652480283
1,454204847;-1,708896183
-1,400776398;6,064952312
-0,428997003;6,262495226
-0,222621091;-2,604352798
-3,056791583;11,4263749
0,423191972;-4,145115279
2,01136022;-1,862879521
-3,492354421;11,75355077
0,59415332;-3,825967156
1,352287939;-0,556347274
0,193022818;5,051265506
-4,847204312;21,11358203
1,718246732;-4,541656582
-4,847709114;17,82162677
4,223974778;-9,0325791
3,927831931;-3,185974116
-3,917586274;5,377039367
-1,594517006;5,352431083
-0,21687448;-1,519639399
1,927675194;-6,997137015
0,318766328;5,660619982
-9,237865111;29,60330086
5,256909922;-17,09079412
-0,474340192;1,035867764
-4,131400777;12,8057901
-1,378762438;-0,290237968
-3,946832738;14,21884937
-5,929685042;3,058818391
-1,158646534;6,901850793
-7,94131212;10,50782038
-1,201803467;8,990085515
10,93829092;-24,08768042
-0,552540842;0,229513095
-9,488418339;22,77815614
4,143976404;-2,421476207
-0,642126449;3,919502996
4,639381825;-28,37202772
-3,147305033;0,239198593
-6,314213867;27,08699428
1,236583936;-2,716802265
-3,530983546;15,42822596
-3,246884818;1,143676397
10,22683002;-17,89284502
-1,13299657;4,358069171
2,52875918;-10,66249733
1,505948731;-4,928419882
-0,272130651;-10,97165698
3,982541981;-11,77278945
-5,430431687;13,34933679
-5,176026707;15,43219768
2,825712316;-12,69822976
-1,292295434;6,662786354
-2,247625895;2,380236634
-5,34779239;7,829164242
6,673353208;-10,534054
-4,278254905;10,25859115
-2,633840839;4,168986891
0,960123192;-2,232611069
-6,329455439;9,312543353
-6,967090432;8,4899268
6,11389429;-10,70381924
6,252517327;-11,64149949
0,634035507;-6,077548048
3,452934295;-10,3603196
0,940785486;0,628608399
-9,372557978;21,43210549
3,897460603;-8,441006644
2,53189887;-3,679159902
-2,993555759;4,67215053
3,566003179;-6,031250619
3,747982518;-2,456891372
-2,357800258;0,690748898
1,163494871;-5,573978685
-2,91278205;0,064922979
0,68147721;-2,750708063
-1,295588868;4,442846761
4,989575808;-8,074546076
-0,98282287;-4,976354762
-2,1578882;-5,170980329
0,274353402;-5,24974139
-1,866063512;-0,851663792
-0,995404372;1,002268452
0,557543762;-1,840338316
0,51528239;-1,919998967
-0,406917609;1,166830429
2,392496072;-5,334081331
1,386998933;-4,018916401
3,092975804;-2,070540032
-0,486834733;-0,305824124
0,759767898;-1,364291558
-3,065817889;11,77659482
0,32022572;-1,956164113
-2,172227175;0,584288173
-2,301164626;6,790425634
0,156745648;-5,794505107
-3,422152303;12,69662596
0,11392406;3,690475308
0,734407326;-10,10432977
-5,445107255;20,5614622
4,238299899;-19,94091979
-1,546750459;1,832098714
0,51741916;-0,06705659
0,534879158;-3,424394402
1,067727152;-7,852261279
3,281778038;-6,350876361
-3,387012265;7,196759824
-2,324187972;5,029481107
-0,072196908;1,480365871
1,552088083;-5,580480756
-0,770675671;1,793262515
1,604413122;-0,298784068
2,635162349;-0,851396354
0,129503321;0,595867036
-5,055772851;6,687984616
0,773441868;-4,718595313
0,154859668;-7,6759517
-1,023706612;3,967223656
-4,681855831;12,50389222
-0,113987591;-0,43661755
-1,228595601;-2,913790278
-1,166764986;4,582820299
-3,550437631;6,492466294
3,913099137;-14,5851224
-1,090408487;-1,843800786
-1,609473486;-0,047137708
-2,403554229;3,689546955
-4,793094784;12,71974948
-0,661643614;-3,346166857
2,328629984;-6,870758095
-4,365236015;5,317757288
0,102625583;-1,713227574
-1,026330417;0,682244894
6,15295749;-11,32864277
0,225377124;-1,752457097
3,973201661;-5,758133609
0,752017716;2,800430984
-0,37111788;3,181098373
3,14452004;-6,982853697
2,045433402;-1,85512346
-1,325318699;8,626444334
-2,015648738;4,910934228
6,817732907;-5,996004084
-2,081541978;-0,721134934
0,93912741;-1,621406133
2,286354324;-4,601266644
-2,071377594;1,646047207
-3,56283817;10,37963245
1,285511018;-3,147223732
1,623198478;-4,329977372
2,813316778;-0,594010045
0,949566372;-5,751788981
-0,855633461;3,026454472
-2,433272693;-1,352861859
1,152549823;-3,912171238
3,715803288;-6,18217448
0,234110636;3,419229802
-2,045757511;-0,395720864
1,228187247;-4,088151084
1,523025077;-1,080897085
0,476799603;-5,332185528
-4,392126763;14,33246493
2,084032526;-5,371941642
-0,790037831;2,527216774
0,968438449;-2,549793754
1,646877494;-0,917018209
-1,030664512;3,96832444
-0,293335651;-0,994995581
2,119079587;-5,077831247
-0,113957755;1,132597706
0,519282192;-3,367685788
3,311818436;-2,230198607
-0,398798742;-3,471840788
1,706555935;-2,79046664
-1,347939671;2,980475145
2,359484306;-4,270313905
-2,193624839;2,501567219
-0,11683927;-3,334163181
-2,745225732;5,629932429
1,01093731;-7,040859435
-1,166473484;5,403771234
2,974753646;-9,121928091
-0,192740435;-4,903773179
-0,533373092;0,770692716
-1,708861689;7,66369217
-0,168739084;3,977034127
2,577314907;-6,382625126
-1,934248261;5,50221673
1,511219614;-2,180079544
1,329438794;-9,108399616
2,530088492;3,774892999
0,179227842;-1,399006525
-1,402352368;4,559729701
1,122916149;-2,770023731
-0,27069158;-1,897714364
-0,120012367;0,480379953
0,33080013;-5,194753622
-0,36754606;0,645085292
0,590423963;-1,262166993
0,120696207;0,117440119
-2,424464939;9,004439267
-1,299095946;5,867645694
-0,157158219;-3,575418965
0,818675642;-4,930723085
0,292029941;-7,059714467
-3,126742228;10,73612574
0,211501056;-1,935742618
0,631418944;-5,157528453
2,102852631;-9,74182342
-0,166797949;-1,669468092
0,883523835;-2,286940241
-0,875640991;3,844201205
0,416338645;-0,519336769
-2,976674306;6,364726228
0,23734039;3,663106171
-2,006884446;6,159338746
-0,185898876;1,423378235
0,33518875;-5,002853766
-0,421899674;-2,609934628
2,443889044;-9,828372331
0,511292473;-5,052108491
2,901037663;3,39337172
0,841557566;-1,856802228
-0,057179319;-4,36627111
1,117764403;0,221451184
0,343165587;-2,220818296
-0,072347805;-1,714704789
2,28335411;-0,195324764
0,284848528;-1,486516205
0,278833078;5,000585111
-0,279890599;2,937520461
-0,476246476;2,345966147
1,163632618;-0,848129813
0,055045018;2,001816456
1,503654999;-1,4233814
0,281851146;-2,681004708
-0,310690234;0,015419437
-0,582959147;3,020765851
1,316064173;-3,634107997
-0,353961428;0,899876413
-1,292999404;3,898857091
1,127017238;-2,124359926
0,666739146;-2,975533566
-0,87570078;-1,821449269
-2,47490199;13,87796131
0,990547553;-6,35199382
0,664842495;0,280357549
1,070016941;-4,58250414
1,826242152;-0,344114839
-0,073500475;0,49368856
0,217760567;-0,903700237
-0,007233859;0,095563546
0,25888415;-1,112819614
-0,217936543;0,298871588
-0,829825737;4,900409874
-2,256128466;11,37263004
-0,349094275;-0,886085058
0,830952379;-6,455540013
1,28431851;-7,055914386
0,861698815;1,390368568
0,756320014;-5,23218113
1,017923479;-3,2420812
-0,154039821;2,49110692
0,61300496;-1,232845442
0,2941378;-1,886063331
1,501824974;1,121516931
-0,325338788;-0,193747834
0,244480954;1,110428124
-0,360217297;0,5588207
0,636429016;-4,183176024
-1,030861683;1,736082413
-0,97456068;6,005153071
-0,629841887;2,586154408
1,746379456;-2,916624448
-0,242112397;1,213536948
-0,352291029;1,62882763
-2,628626947;9,857069955
-0,470476408;1,415131113
1,457639553;-6,655423653
1,342335736;-4,364981419
0,25188778;-4,074536467
0,725308706;-2,071488675
0,543575233;-4,507529103
0,418771898;-0,501671591
-0,298056306;-0,111709817
1,720468543;-0,591816956
0,395979183;-5,140278599
-0,832008201;-1,368917244
0,917230788;0,254836827
-0,644770708;-2,808608458
-0,90822931;6,099604734
1,039831614;-7,158973202
-1,244237324;7,334240828
-1,197557342;8,739973302
-0,351236556;2,091731943
-1,99234443;11,66849151
2,208106546;-12,00031326
-2,865508651;21,44599205
0,624659526;-3,034737328
0,22340056;-3,336207935
0,085301898;-3,881590904
1,88638289;-8,647209171
0,231106594;-5,023774637
2,180602627;-4,419211833
-0,025305031;-1,372892864
0,483029936;0,847096154
-1,050141792;5,052474907
0,553382861;-3,722649333
1,417491872;-2,057264339
0,072992506;-2,144033536
-0,06574088;-3,567362698
-1,370586468;4,494768882
-0,340916015;-1,988216635
1,333485518;-4,777670792
-0,072250812;-3,339978907
0,430494893;0,024091645
-1,757275872;18,87250339
0,359676032;-0,958770232
1,181384373;-11,19292684
0,015358167;-3,742648879
-0,862665566;6,12678657
0,530525335;-5,562654232
-0,266049094;3,897318025
-1,049355087;6,922791896
0,347658718;-4,469933768
0,563366212;-1,536565099
0,348726906;-3,350042589
0,674623762;-2,083787193
-0,575146669;1,570027226
0,093853566;-4,546099037
-1,206997228;9,133786883
0,562389393;-3,781701125
1,025991857;-5,670074722
0,336815533;-4,772079736
0,2106962;0,841483974
0,505334846;-1,249883531
0,0964357;2,31038333
-0,159109241;0,375848147
0,000635225;-0,274946071
-1,028949397;8,241242289
1,572702316;-7,890738335
0,292177415;-3,528543954
0,035631335;-1,011517983
0,380415926;-0,548045968
0,268852459;-5,027140905
0,15561732;-3,276160958
-0,96145042;3,88636542
0,810239789;-2,24091047
0,223442779;-1,264910144
-1,107118505;1,550974348
1,223309263;-1,884485672
-1,084344468;6,044400764
-1,931571607;17,55395156
-2,257883743;20,37648847
0,439850014;-7,235763444
-0,440111596;-3,467851672
0,467922439;-5,939666786
-1,207718424;2,4929859
-1,006685732;3,657155803
1,397624685;-8,629936379
1,270046212;-5,063259374
-0,567840882;0,532351215
-3,182491454;18,82278895
0,270387188;0,090215105
-0,909186137;1,495606639
1,2766784;-1,967301518
-0,242412819;-2,35948969
0,944482407;-5,861097541
-0,293742461;-5,294762655
1,765159478;-2,159116215
0,403994648;-2,435609249
0,637409909;-5,173470332
0,199517648;-3,026203762
-0,123546339;-0,42514921
-1,236570321;6,901276854
0,948446067;-5,309368856
-0,227226714;-0,86696783
0,121533428;-3,05528824
0,991819926;-1,26315921
0,213867288;-1,068609351
0,024005067;-1,238803599
0,354009797;-0,610645794
1,372122395;-7,222097911
-0,036466971;2,077005356
0,152221344;0,703331676
0,432529632;3,538243492
0,384431598;-2,809541565
-0,0406428;-2,718513326
0,02630346;2,336233274
0,75599564;-1,76197261
0,56157369;-4,534193469
-0,051495766;-1,754584621
-0,528848519;2,059263782
0,489330137;-0,615759738
0,695631905;-3,155659139
-0,569750611;7,057846269
-0,189468017;4,704923878
0,054839274;-3,508655535
0,547808798;-1,042861632
-0,014639982;-2,674683769
-0,34673009;2,625177189
0,719739568;-0,709302474
0,770767032;-2,634347666
0,149382044;-4,777527452
-0,60831012;2,349793517
0,31796028;-0,870685801
0,647261011;-2,10944565
0,157599213;-3,556009334
0,049610814;3,877573062
1,089930418;-3,86291538
0,065312595;1,881276458
-1,64470408;14,42369262
0,43220826;-5,740600121
0,783698696;-9,769378718
-0,120857525;3,657409957
0,207226259;0,890160104
0,690920896;0,881883322
-0,44947624;4,963068441
-2,38486987;26,64663927
0,62528996;-7,912180168
1,26711219;-13,40499842
-1,697686867;17,85427513
1,284619956;-8,837260759
-2,431625823;16,59298274
-0,679740069;4,365695418
-3,307749934;27,49116227
-1,561570414;22,16758169
4,28456452;-35,08360552
-0,3592134;-1,844257649
1,345693407;-10,43533432
-1,240855872;4,420422967
-1,916803921;15,7537571
0,091969458;-1,313430918
-1,448668971;8,397675202
-0,533252729;5,116500922
-3,994485426;25,93688399
1,472357361;-13,2936997
-1,318110477;-4,565186423
0,016481644;-10,20767995
-0,586613701;1,152910742
3,215825387;-16,56934415
-1,264095131;7,720006251
-1,750341153;10,24903043
2,532536972;-16,40583306
0,38541334;-2,406220898
-3,520650036;18,56882475
-1,381352443;3,001154182
1,072720893;-8,197789803
-0,614845556;0,064224914
2,889078778;-9,861604607
0,418105752;-6,023852944
-0,199535264;-0,756849976
2,303339164;-9,987067055
-0,074514768;0,168330373
0,109312764;-3,438861677
0,112720597;-4,51529549
-0,405335674;3,784832917
-1,639028299;8,337520775
-0,317899812;-0,543653649
-1,713534196;9,974744339
0,26662241;-4,178427366
-0,222506853;1,609209681
-3,169728873;16,26334293
-1,035351212;1,169377655
-0,343477192;-5,010949153
-0,486233016;-8,731423981
0,515566794;-1,597484359
3,066096462;-9,981634624
0,917959608;-4,326086262
0,698900539;-2,905201059
0,054357512;-2,251115233
1,507276447;0,505964439
-0,034420221;1,309948074
0,100632965;0,974655428
-2,94319676;4,295829275
0,577501105;-1,097153477
1,11628153;-8,205661815
-1,309175741;6,877315823
2,207462927;-4,043595442
0,799736154;-4,848973718
1,094885066;-3,228486229
-0,123896679;1,978802362
-0,713509113;4,444789009
-0,435635103;-0,520831209
-0,012556059;-2,670294994
2,159446966;-6,575105851
-0,499695271;2,753198702
0,584381936;-1,898135548
-0,145838771;-0,521251726
-0,389997405;-1,667125973
0,527902831;1,798446752
-0,617433962;1,008740519
-2,877246452;12,63870032
-0,558232543;1,305473706
-0,422074882;1,937980488
-0,006860703;-0,559718265
1,1929431;-7,047269043
0,129262195;1,038216653
-1,726949402;7,229066368
-0,385881284;-3,683936732
-0,423754918;0,63996079
-1,480782658;6,754947184
0,309488632;-2,831429396
-0,790352468;2,453642383
1,626165186;-11,30648357
-1,501766966;10,67067263
0,020165955;-4,381431913
2,888867795;-8,680534323
0,885079499;-2,998625799
1,294333519;-8,479232811
-1,172654989;11,02616066
0,622900079;-2,362793953
0,4631594;-1,935367248
0,46624865;-3,685872079
1,088006765;-3,636261604
-0,090243162;1,611944533
0,334582474;2,449037596
-0,055346839;-1,75916924
0,0637456;1,301591361
1,490622935;-2,369149331
-0,275637187;3,852585303
-0,502623123;0,688580096
-0,85552984;5,841529443
2,078385721;-9,509707732
-0,587261182;3,727108225
0,464960231;0,24108204
-0,278017158;2,810769285
-0,327754488;1,89224254
0,421765587;-5,220731403
-0,825644501;4,451340313
2,045766434;-7,845035615
-0,086128864;-1,273324423
-0,183693392;0,30044561
0,591455403;-4,047060544
-0,004323205;-8,853271594
0,362242588;-0,183101176
0,690672708;0,712092149
-0,383709062;4,135019841
0,183637375;-4,394494997
0,702857666;0,290037098
-1,619370287;7,733410797
1,028002458;-4,181700137
0,158327867;-2,687486062
0,219735011;-2,60044883
0,195561166;5,51639472
-0,017217289;1,82206241
-0,288326851;2,369693009
0,09351587;0,79275551
-0,06284418;1,496198083
0,075702719;2,903640881
0,754027729;-1,222924306
0,348224831;-9,806437982
1,891024626;-5,488291716
0,372602063;-1,438588695
-0,231226859;0,139410901
-0,827395331;4,203861604
0,417747554;-3,274045885
-0,444020843;0,891448264
-1,206782457;10,02191549
-0,140723579;-2,034132241
-1,652721569;11,11343719
0,002308194;-3,723866963
1,505152462;-14,91272025
0,234809343;-3,884971525
-0,176566678;1,78798507
-1,457609057;11,5779792
1,462365783;-5,350719803
-0,768565055;12,72585928
-0,156886815;-3,179291428
-0,627777409;8,900625359
2,119756345;-9,74286163
1,254804173;-9,701017613
0,241079588;-7,407779139
-0,148814068;0,030756009
0,032588925;-0,191373712
0,350586708;-1,424160398
0,364632538;-2,82573663
0,579464498;2,040730292
-0,01407389;-0,366061926
0,072148335;0,316555346
-0,532467597;1,831840018
0,597698756;-3,138517441
0,064739598;-7,67025445
0,235605313;1,820311294
0,582293579;0,461569857
0,318479901;-6,539266613
-0,183473998;6,368394723
0,042345077;7,008026996
0,05819684;-0,877273372
0,081957766;-1,404079716
-0,16984158;1,354573136
